taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:5baefb1cc0bc48544fa99cef0e18a500,uredinales-belgium-checklist:taxon:9689369c029e6efcafb74c4b291ecd90,uredinales-belgium-checklist:taxon:5baefb1cc0bc48544fa99cef0e18a500,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,uredinales-belgium-checklist:taxon:ce35b10dfdd96b0839c818cdbd845896,uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,uredinales-belgium-checklist:taxon:11677b6d6dba565f168b13fc17278d0e,uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:cdb2009bd5bf70811063492ccf37b0f9,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,uredinales-belgium-checklist:taxon:87a4e74ceaf0a8ec854880063867f8d4,uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,uredinales-belgium-checklist:taxon:63b5877bca910e68dee35694ac6ee4e2,uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,uredinales-belgium-checklist:taxon:0d4e5355a297c9587449929b354bbef9,uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,uredinales-belgium-checklist:taxon:097f0fe874086c417e7fc555face7ef5,uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,uredinales-belgium-checklist:taxon:68bc1468c91bb75258dd29ac359e9ea1,uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,uredinales-belgium-checklist:taxon:b56e9fd1a8770263e201f77cc1086501,uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,uredinales-belgium-checklist:taxon:f0bf3c0883ea3a1ba995168cf7fda26d,uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:3a81359d05f97c544cc0961d86e85276,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,uredinales-belgium-checklist:taxon:16d520c77835c5c376a6db1b61c8cb35,uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,uredinales-belgium-checklist:taxon:79b02b0c5986c22064adb1ad6f9bdb02,uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,uredinales-belgium-checklist:taxon:24ab7029fdd37dc261968be121b85684,uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,uredinales-belgium-checklist:taxon:a5b3621e924eb75aeac71840e910ec1a,uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,uredinales-belgium-checklist:taxon:d8732779372f2f5b059ce3f8553be84a,uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,uredinales-belgium-checklist:taxon:7a13e865abd7ac9374dd45d9ff8a8c64,uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,uredinales-belgium-checklist:taxon:fe6fe0ca2f523e22796653bf10885c91,uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b,uredinales-belgium-checklist:taxon:c4bcb46430b88a3fbfb5d189b0f0ae46,uredinales-belgium-checklist:taxon:334a6a865bb132b01b2cb2164e42fd8b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9,uredinales-belgium-checklist:taxon:727bb56a1f3f1f72d469076ab1a1d769,uredinales-belgium-checklist:taxon:0a10fbcf827eb52037dfcd2c63e500c9,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,uredinales-belgium-checklist:taxon:724a1194f289adbecda7aeee63c9f276,uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb,uredinales-belgium-checklist:taxon:455ff1257fd2dd774797e4d5104900c5,uredinales-belgium-checklist:taxon:0c791d813d9b408132220ba6467fbafb,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 8"
uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987,uredinales-belgium-checklist:taxon:c8f8549255e358addec5a0a7b6d047e5,uredinales-belgium-checklist:taxon:23c030542b144b8d862b51f1783b0987,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 9"
uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79,uredinales-belgium-checklist:taxon:b92e06f7ef0f3eca03a85defdca9e21e,uredinales-belgium-checklist:taxon:5c12fc1e2ff829e22f509f8821d20a79,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 10"
uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,uredinales-belgium-checklist:taxon:83469c78e4dd04bb01b054f02c85904d,uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:cbfb269e4d5be1bb8ed08690283bfb16,uredinales-belgium-checklist:taxon:c3962200c78a408ec56afe7981d8bfe8,uredinales-belgium-checklist:taxon:cbfb269e4d5be1bb8ed08690283bfb16,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:6cae8f9eaa08088a868ee61f0d676929,uredinales-belgium-checklist:taxon:58b868e18542c81768c72daf7e5eb534,uredinales-belgium-checklist:taxon:6cae8f9eaa08088a868ee61f0d676929,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:fbb44b15719620150218d590c8c9cfe8,uredinales-belgium-checklist:taxon:38b72bb23459ba4740742bcbc5fdcfb7,uredinales-belgium-checklist:taxon:fbb44b15719620150218d590c8c9cfe8,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:4b7252d698a65bd5f3bad224fbe0dfc3,uredinales-belgium-checklist:taxon:0de287c89c3f4eedc0cbd6c7d14a6a42,uredinales-belgium-checklist:taxon:4b7252d698a65bd5f3bad224fbe0dfc3,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:00f66b1fbdf978153273ece493f4f1d1,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:48f0f233ea55be5ecfb5231f49b8cd6f,uredinales-belgium-checklist:taxon:f94183e9c3eb956797d2694481f0a5b5,uredinales-belgium-checklist:taxon:48f0f233ea55be5ecfb5231f49b8cd6f,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:2ea3a578b6ca375f16342f76d10e0818,uredinales-belgium-checklist:taxon:93cb345c5b8b0294fca026360f78722c,uredinales-belgium-checklist:taxon:2ea3a578b6ca375f16342f76d10e0818,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:e12ba3ced3f28212467c385f546d3cd6,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:2a31d331020da6369c0adc9c74cf08b2,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:6ab8f2efaf0923829338c03b9c70ca87,uredinales-belgium-checklist:taxon:945a213dfb75ed90d92c611d9fc46194,uredinales-belgium-checklist:taxon:6ab8f2efaf0923829338c03b9c70ca87,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:6fc5756ebd5e78f3f69019161e61bf14,uredinales-belgium-checklist:taxon:d2e6476d0925d38d0cdb8766101e1f78,uredinales-belgium-checklist:taxon:6fc5756ebd5e78f3f69019161e61bf14,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:801e6e8a127c8b64c89baad13f9c2c20,uredinales-belgium-checklist:taxon:df06e4629eab876a6582eaa277f8177a,uredinales-belgium-checklist:taxon:801e6e8a127c8b64c89baad13f9c2c20,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:e54f2964004b642ca73ed1c9fdd0faa0,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:e11da7533c310d072558e0795cbf3812,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:074df316ab36eddf429854fe998cf8be,uredinales-belgium-checklist:taxon:71e343abbe92a0200b817c45b293f2c0,uredinales-belgium-checklist:taxon:074df316ab36eddf429854fe998cf8be,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 28"
uredinales-belgium-checklist:taxon:eb2b1c065814ea72966f47061e566161,uredinales-belgium-checklist:taxon:b208827a9692c32fa7f25b1c8c8ea4e7,uredinales-belgium-checklist:taxon:eb2b1c065814ea72966f47061e566161,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 29"
uredinales-belgium-checklist:taxon:e804547cca3787d9c8324043d61d05da,uredinales-belgium-checklist:taxon:8dc374353c44fe929f46c34c25f0791a,uredinales-belgium-checklist:taxon:e804547cca3787d9c8324043d61d05da,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:80dbbc704b4f615c5bd13811df6e55a8,uredinales-belgium-checklist:taxon:e3a41536e1ebee1391bea0d5d20baa99,uredinales-belgium-checklist:taxon:80dbbc704b4f615c5bd13811df6e55a8,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 31"
uredinales-belgium-checklist:taxon:8594a183f5be4699a1e4e9a8e35a19f9,uredinales-belgium-checklist:taxon:db8c5fdf7a33953d8f2073c6f7a4bafd,uredinales-belgium-checklist:taxon:8594a183f5be4699a1e4e9a8e35a19f9,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 32"
uredinales-belgium-checklist:taxon:0fc92b65b83446378ebb3389f65d441b,uredinales-belgium-checklist:taxon:eb68317a99e6373db89238cdeccd9717,uredinales-belgium-checklist:taxon:0fc92b65b83446378ebb3389f65d441b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 33"
uredinales-belgium-checklist:taxon:fa33d8f5b70b9bac07fc493cdd639d0c,uredinales-belgium-checklist:taxon:8ee05876e7a6ce68136528d23c5d29c9,uredinales-belgium-checklist:taxon:fa33d8f5b70b9bac07fc493cdd639d0c,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 35"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:9eae455585c3032e9fe8f2707f397ddf,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:4ab23a18f52c322ac349dcf0462454c8,uredinales-belgium-checklist:taxon:e8ac55ffecf2f126da62ff9186ea6d9a,uredinales-belgium-checklist:taxon:4ab23a18f52c322ac349dcf0462454c8,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:467ffec2a64cf70c1a3a640938d90c6b,uredinales-belgium-checklist:taxon:8cf6124463c9294355aee4df947d9382,uredinales-belgium-checklist:taxon:467ffec2a64cf70c1a3a640938d90c6b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 38"
uredinales-belgium-checklist:taxon:4632d8cf175b57f86100315db4118d5b,uredinales-belgium-checklist:taxon:8cc22167a71e6facf5688fbd91d24ccd,uredinales-belgium-checklist:taxon:4632d8cf175b57f86100315db4118d5b,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 39"
uredinales-belgium-checklist:taxon:1f4550cf2a72fb9e3b569ed24aa1608c,uredinales-belgium-checklist:taxon:a4d9265accd5aafca9385e16ed8f8386,uredinales-belgium-checklist:taxon:1f4550cf2a72fb9e3b569ed24aa1608c,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 39"
uredinales-belgium-checklist:taxon:98497c8f87d38e44fe219a3a4d87fa98,uredinales-belgium-checklist:taxon:9d4a1e4d549c789d7e50def27a21424b,uredinales-belgium-checklist:taxon:98497c8f87d38e44fe219a3a4d87fa98,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 40"
